date,headline,url
2016-09-22,Florida Fish and Wildlife Conservation Commission Deploys 850 TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2016/Florida-Fish-and-Wildlife-Conservation-Commission-Deploys-850-TASER-X2-Smart-Weapons/default.aspx
2016-09-21,"Atlanta Police Department To Deploy 1,015 Axon Body Cameras and Unlimited Data Storage on Evidence.com",https://investor.axon.com/press-releases/press-release-details/2016/Atlanta-Police-Department-To-Deploy-1015-Axon-Body-Cameras-and-Unlimited-Data-Storage-on-Evidencecom/default.aspx
2016-09-01,TASER and PoliceOne.com Announce Third Annual RISE Award Winners,https://investor.axon.com/press-releases/press-release-details/2016/TASER-and-PoliceOnecom-Announce-Third-Annual-RISE-Award-Winners/default.aspx
2016-08-11,Durham Regional Police Service First in Ontario to Pilot Axon Mobile Application to Capture Digital Evidence in The Field,https://investor.axon.com/press-releases/press-release-details/2016/Durham-Regional-Police-Service-First-in-Ontario-to-Pilot-Axon-Mobile-Application-to-Capture-Digital-Evidence-in-The-Field/default.aspx
2016-08-05,"TASER to Participate at Oppenheimer 19th Annual Technology, Internet & Communications Conference",https://investor.axon.com/press-releases/press-release-details/2016/TASER-to-Participate-at-Oppenheimer-19th-Annual-Technology-Internet--Communications-Conference/default.aspx
2016-08-04,TASER Reports 2016 Second Quarter Results,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Reports-2016-Second-Quarter-Results/default.aspx
2016-07-26,TASER to Release Second Quarter 2016 Earnings on August 4,https://investor.axon.com/press-releases/press-release-details/2016/TASER-to-Release-Second-Quarter-2016-Earnings-on-August-4/default.aspx
2016-07-20,Ventura County Sheriff's Office Deploys 325 Axon Body 2 Cameras and TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2016/Ventura-County-Sheriffs-Office-Deploys-325-Axon-Body-2-Cameras-and-TASER-X2-Smart-Weapons/default.aspx
2016-07-20,Queensland First Australian Police Service to Deploy 2700 Axon Body Cameras on Evidence.com Cloud Solution,https://investor.axon.com/press-releases/press-release-details/2016/Queensland-First-Australian-Police-Service-to-Deploy-2700-Axon-Body-Cameras-on-Evidencecom-Cloud-Solution/default.aspx
2016-07-13,San Jose Police Department to Deploy 963 Axon Body 2 Cameras on Evidence.com,https://investor.axon.com/press-releases/press-release-details/2016/San-Jose-Police-Department-to-Deploy-963-Axon-Body-2-Cameras-on-Evidencecom/default.aspx
2016-07-13,Minneapolis Police Department Deploys 628 Axon Body 2 Cameras and TASER X2 Smart Weapons Standard To All Patrol Officers,https://investor.axon.com/press-releases/press-release-details/2016/Minneapolis-Police-Department-Deploys-628-Axon-Body-2-Cameras-and-TASER-X2-Smart-Weapons-Standard-To-All-Patrol-Officers/default.aspx
2016-06-30,"Los Angeles Police Department To Deploy Axon Cameras and TASER Devices Standard to All 7,000 Front Line Officers",https://investor.axon.com/press-releases/press-release-details/2016/Los-Angeles-Police-Department-To-Deploy-Axon-Cameras-and-TASER-Devices-Standard-to-All-7000-Front-Line-Officers/default.aspx
2016-06-29,"TASER Announces Strategic Partnership Between Axon and Cradlepoint, Leader in Connected In-Vehicle Solutions",https://investor.axon.com/press-releases/press-release-details/2016/TASER-Announces-Strategic-Partnership-Between-Axon-and-Cradlepoint-Leader-in-Connected-In-Vehicle-Solutions/default.aspx
2016-06-28,"Jacksonville Sheriff's Office Deploys 2,500 TASER X26P Smart Weapons",https://investor.axon.com/press-releases/press-release-details/2016/Jacksonville-Sheriffs-Office-Deploys-2500-TASER-X26P-Smart-Weapons/default.aspx
2016-06-28,"/C O R R E C T I O N -- TASER International, Inc./",https://investor.axon.com/press-releases/press-release-details/2016/C-O-R-R-E-C-T-I-O-N----TASER-International-Inc/default.aspx
2016-06-14,TASER Announces Third Annual RISE Awards to Recognize Heroes in Law Enforcement,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Announces-Third-Annual-RISE-Awards-to-Recognize-Heroes-in-Law-Enforcement/default.aspx
2016-06-13,TASER Hosts Inaugural User Conference For Axon Customers This Week In Phoenix,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Hosts-Inaugural-User-Conference-For-Axon-Customers-This-Week-In-Phoenix/default.aspx
2016-06-10,The UK's West Midlands Police Deploys 1600 Axon Body 2 Cameras Backed By Evidence.com Cloud Platform,https://investor.axon.com/press-releases/press-release-details/2016/The-UKs-West-Midlands-Police-Deploys-1600-Axon-Body-2-Cameras-Backed-By-Evidencecom-Cloud-Platform/default.aspx
2016-05-18,"Montréal Police Service First Agency in Canada to Pilot Axon Body Cameras on Canadian Cloud, Evidence.com",https://investor.axon.com/press-releases/press-release-details/2016/Montral-Police-Service-First-Agency-in-Canada-to-Pilot-Axon-Body-Cameras-on-Canadian-Cloud-Evidencecom/default.aspx
2016-05-10,"TASER International, Inc. to Host Analyst and Investor Day on May 16, 2016",https://investor.axon.com/press-releases/press-release-details/2016/TASER-International-Inc-to-Host-Analyst-and-Investor-Day-on-May-16-2016/default.aspx
2016-05-05,Chicago PD Deploys X2 Smart Weapons and Axon Body 2 Cameras Connected to Evidence.com Cloud Platform,https://investor.axon.com/press-releases/press-release-details/2016/Chicago-PD-Deploys-X2-Smart-Weapons-and-Axon-Body-2-Cameras-Connected-to-Evidencecom-Cloud-Platform/default.aspx
2016-05-04,TASER Reports 2016 First Quarter Results,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Reports-2016-First-Quarter-Results/default.aspx
2016-04-27,TASER to Release First Quarter 2016 Earnings on May 4,https://investor.axon.com/press-releases/press-release-details/2016/TASER-to-Release-First-Quarter-2016-Earnings-on-May-4/default.aspx
2016-02-29,TASER Reports Record Quarterly Revenue of $56.0 million,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Reports-Record-Quarterly-Revenue-of-560-million/default.aspx
2016-02-02,"TASER Announces Partnership With Amped Software, Premier Provider of Forensic Video Enhancement Solutions",https://investor.axon.com/press-releases/press-release-details/2016/TASER-Announces-Partnership-With-Amped-Software-Premier-Provider-of-Forensic-Video-Enhancement-Solutions/default.aspx
2016-01-21,"DC, Baltimore County and Omaha Police Departments to Deploy Axon Body Cameras and Evidence.com from TASER",https://investor.axon.com/press-releases/press-release-details/2016/DC-Baltimore-County-and-Omaha-Police-Departments-to-Deploy-Axon-Body-Cameras-and-Evidencecom-from-TASER/default.aspx
2016-01-20,TASER Announces Numerous Weapons Orders,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Announces-Numerous-Weapons-Orders/default.aspx
2016-01-19,"TASER Debuts New Self-Defense Weapon, TASER Pulse, at SHOT Show 2016",https://investor.axon.com/press-releases/press-release-details/2016/TASER-Debuts-New-Self-Defense-Weapon-TASER-Pulse-at-SHOT-Show-2016/default.aspx
2016-01-19,TASER Responds to Digital Ally Patent Infringement Lawsuit,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Responds-to-Digital-Ally-Patent-Infringement-Lawsuit/default.aspx
2017-12-21,Axon Promotes Key Leaders to Chief Revenue Officer and Chief Information Security Officer,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Promotes-Key-Leaders-to-Chief-Revenue-Officer-and-Chief-Information-Security-Officer/default.aspx
2017-12-07,"More Body-Worn Cameras, Less Use-of-Force: Study Reveals Compelling Correlation",https://investor.axon.com/press-releases/press-release-details/2017/More-Body-Worn-Cameras-Less-Use-of-Force-Study-Reveals-Compelling-Correlation/default.aspx
2017-12-05,"Charlotte-Mecklenburg Police Department Purchases 1,743 TASER X2 Smart Weapons",https://investor.axon.com/press-releases/press-release-details/2017/Charlotte-Mecklenburg-Police-Department-Purchases-1743-TASER-X2-Smart-Weapons/default.aspx
2017-11-30,Axon to Participate at Upcoming Investor Conferences,https://investor.axon.com/press-releases/press-release-details/2017/Axon-to-Participate-at-Upcoming-Investor-Conferences-20171130000000/default.aspx
2017-11-14,Axon Case Study Reveals the Power of Police Body Camera Footage for Prosecuting Domestic Violence,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Case-Study-Reveals-the-Power-of-Police-Body-Camera-Footage-for-Prosecuting-Domestic-Violence/default.aspx
2017-11-10,"Axon to Host Investor and Analyst Meeting on November 16, 2017",https://investor.axon.com/press-releases/press-release-details/2017/Axon-to-Host-Investor-and-Analyst-Meeting-on-November-16-2017/default.aspx
2017-11-09,First Two Major City Police Departments and One State and Provincial Police Agency to Deploy Axon Fleet In-Car Video System,https://investor.axon.com/press-releases/press-release-details/2017/First-Two-Major-City-Police-Departments-and-One-State-and-Provincial-Police-Agency-to-Deploy-Axon-Fleet-In-Car-Video-System/default.aspx
2017-11-07,Axon Reports Record Revenues over $90 Million in Third Quarter 2017,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Reports-Record-Revenues-over-90-Million-in-Third-Quarter-2017/default.aspx
2017-11-06,"New Public Evidence Submission Portal, Axon Citizen, Available Now in Canada",https://investor.axon.com/press-releases/press-release-details/2017/New-Public-Evidence-Submission-Portal-Axon-Citizen-Available-Now-in-Canada/default.aspx
2017-10-31,Axon to Release Third Quarter 2017 Earnings on November 7,https://investor.axon.com/press-releases/press-release-details/2017/Axon-to-Release-Third-Quarter-2017-Earnings-on-November-7/default.aspx
2017-10-24,Philadelphia Police Department Secures Agency-Wide Deployment on Axon Network,https://investor.axon.com/press-releases/press-release-details/2017/Philadelphia-Police-Department-Secures-Agency-Wide-Deployment-on-Axon-Network/default.aspx
2017-10-23,"87% of Police Officers Say Recruiting is a Challenge; Axon Launches ""I'm In"" Campaign to Offer Support",https://investor.axon.com/press-releases/press-release-details/2017/87-of-Police-Officers-Say-Recruiting-is-a-Challenge-Axon-Launches-Im-In-Campaign-to-Offer-Support/default.aspx
2017-10-23,Axon Calls for Speaker Proposals for 2018 Accelerate User Conference,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Calls-for-Speaker-Proposals-for-2018-Accelerate-User-Conference/default.aspx
2017-10-20,Richland County Sheriff's Department and Rock Hill Police Department will be First Agencies to Deploy Axon's Signal Sidearm Technology,https://investor.axon.com/press-releases/press-release-details/2017/Richland-County-Sheriffs-Department-and-Rock-Hill-Police-Department-will-be-First-Agencies-to-Deploy-Axons-Signal-Sidearm-Technology/default.aspx
2017-10-19,"Announcing Axon Citizen, A New Public Evidence Submission Portal For U.S. Law Enforcement",https://investor.axon.com/press-releases/press-release-details/2017/Announcing-Axon-Citizen-A-New-Public-Evidence-Submission-Portal-For-US-Law-Enforcement/default.aspx
2017-10-18,LAPD Selects Axon AI Research Team as Official Artificial Intelligence Partner,https://investor.axon.com/press-releases/press-release-details/2017/LAPD-Selects-Axon-AI-Research-Team-as-Official-Artificial-Intelligence-Partner/default.aspx
2017-10-02,Andrea James and Jim Zito Join Axon Finance Team,https://investor.axon.com/press-releases/press-release-details/2017/Andrea-James-and-Jim-Zito-Join-Axon-Finance-Team/default.aspx
2017-09-26,Birmingham Police Department Increases Seats on Axon Network with Large Body Camera Order,https://investor.axon.com/press-releases/press-release-details/2017/Birmingham-Police-Department-Increases-Seats-on-Axon-Network-with-Large-Body-Camera-Order/default.aspx
2017-09-22,TASER Deployments Expanded Across Nine Federal and State Law Enforcement Agencies,https://investor.axon.com/press-releases/press-release-details/2017/TASER-Deployments-Expanded-Across-Nine-Federal-and-State-Law-Enforcement-Agencies/default.aspx
2017-09-12,Medicine Hat Police Service to Pilot Axon Body-Worn and In-Car Cameras,https://investor.axon.com/press-releases/press-release-details/2017/Medicine-Hat-Police-Service-to-Pilot-Axon-Body-Worn-and-In-Car-Cameras/default.aspx
2017-08-09,Former Uber Senior Tech Lead Mojtaba Solgi Joins Seattle Axon AI Team,https://investor.axon.com/press-releases/press-release-details/2017/Former-Uber-Senior-Tech-Lead-Mojtaba-Solgi-Joins-Seattle-Axon-AI-Team/default.aspx
2017-08-08,Axon Reports 2017 Second Quarter Results,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Reports-2017-Second-Quarter-Results/default.aspx
2017-08-04,Axon to Participate at Upcoming Investor Conference,https://investor.axon.com/press-releases/press-release-details/2017/Axon-to-Participate-at-Upcoming-Investor-Conference/default.aspx
2017-07-31,Axon to Release Second Quarter 2017 Earnings on August 8,https://investor.axon.com/press-releases/press-release-details/2017/Axon-to-Release-Second-Quarter-2017-Earnings-on-August-8/default.aspx
2017-07-24,Axon Wins Patent Suit Shutting Down 3rd Consecutive CEW Infringer,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Wins-Patent-Suit-Shutting-Down-3rd-Consecutive-CEW-Infringer/default.aspx
2017-07-20,Axon Adds Cyber Security Expert Julie Cullivan to Board of Directors,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Adds-Cyber-Security-Expert-Julie-Cullivan-to-Board-of-Directors/default.aspx
2017-07-13,"Axon Offers One Year of Free Evidence.com Licenses, Body Cameras, and Mobile Apps for All Canadian Law Enforcement",https://investor.axon.com/press-releases/press-release-details/2017/Axon-Offers-One-Year-of-Free-Evidencecom-Licenses-Body-Cameras-and-Mobile-Apps-for-All-Canadian-Law-Enforcement/default.aspx
2017-07-06,Albuquerque Police Department Renews Five-Year Axon Contract; Upgrades to Unlimited Plan,https://investor.axon.com/press-releases/press-release-details/2017/Albuquerque-Police-Department-Renews-Five-Year-Axon-Contract-Upgrades-to-Unlimited-Plan/default.aspx
2017-07-05,California Highway Patrol Purchases 2500 TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2017/California-Highway-Patrol-Purchases-2500-TASER-X2-Smart-Weapons/default.aspx
2017-06-21,Axon Announces Intent to Partner with Washington State University to Further Ground Breaking Research on Police-Community Interactions,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Announces-Intent-to-Partner-with-Washington-State-University-to-Further-Ground-Breaking-Research-on-Police-Community-Interactions/default.aspx
2017-06-20,Axon Gives 'Accelerate' Attendees Exclusive First Look at New RMS Solution,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Gives-Accelerate-Attendees-Exclusive-First-Look-at-New-RMS-Solution/default.aspx
2017-06-02,"Second Annual 'Axon Accelerate' Conference Sells Out, Additional Seats Made Available",https://investor.axon.com/press-releases/press-release-details/2017/Second-Annual-Axon-Accelerate-Conference-Sells-Out-Additional-Seats-Made-Available/default.aspx
2017-05-24,Axon Announces Clay Winn as General Manager of TASER Smart Weapon Business,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Announces-Clay-Winn-as-General-Manager-of-TASER-Smart-Weapon-Business/default.aspx
2017-05-09,Axon Reports 2017 First Quarter Results,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Reports-2017-First-Quarter-Results/default.aspx
2017-05-08,Alameda County Sheriff's Office Changes Body-Worn Video Platform; Moves to Axon Network,https://investor.axon.com/press-releases/press-release-details/2017/Alameda-County-Sheriffs-Office-Changes-Body-Worn-Video-Platform-Moves-to-Axon-Network/default.aspx
2017-05-01,Axon to Release First Quarter 2017 Earnings on May 9,https://investor.axon.com/press-releases/press-release-details/2017/Axon-to-Release-First-Quarter-2017-Earnings-on-May-9/default.aspx
2017-04-19,Axon's National Body Camera Offer Generates Significant Interest From Police Agencies,https://investor.axon.com/press-releases/press-release-details/2017/Axons-National-Body-Camera-Offer-Generates-Significant-Interest-From-Police-Agencies/default.aspx
2017-04-13,Austin Police Department Secures 724 Axon Body Cameras and Unlimited Data Storage on Evidence.com,https://investor.axon.com/press-releases/press-release-details/2017/Austin-Police-Department-Secures-724-Axon-Body-Cameras-and-Unlimited-Data-Storage-on-Evidencecom/default.aspx
2017-04-05,Axon Offers Free Body Cameras for Every Police Officer in the U.S.,https://investor.axon.com/press-releases/press-release-details/2017/Axon-Offers-Free-Body-Cameras-for-Every-Police-Officer-in-the-US/default.aspx
2017-03-24,Fredericton Police Force in Canada To Pilot Axon Body Cameras,https://investor.axon.com/press-releases/press-release-details/2017/Fredericton-Police-Force-in-Canada-To-Pilot-Axon-Body-Cameras/default.aspx
2017-02-28,TASER Reports 2016 Fourth Quarter and Full Year Results,https://investor.axon.com/press-releases/press-release-details/2017/TASER-Reports-2016-Fourth-Quarter-and-Full-Year-Results/default.aspx
2017-01-30,Georgia Department of Public Safety Deploys TASER X2 Smart Weapons for All Patrol Troopers,https://investor.axon.com/press-releases/press-release-details/2017/Georgia-Department-of-Public-Safety-Deploys-TASER-X2-Smart-Weapons-for-All-Patrol-Troopers/default.aspx
2017-01-17,Australian and New Zealand Police Agencies Deploy 2585 TASER Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2017/Australian-and-New-Zealand-Police-Agencies-Deploy-2585-TASER-Smart-Weapons/default.aspx
2018-12-19,"Axon Offers Bold New High-Risk, High-Reward Stock Performance Plan to Employees and Future Recruits",https://investor.axon.com/press-releases/press-release-details/2018/Axon-Offers-Bold-New-High-Risk-High-Reward-Stock-Performance-Plan-to-Employees-and-Future-Recruits/default.aspx
2018-12-05,The UK's Cumbria Constabulary Grows Public Evidence Submission with Axon Citizen,https://investor.axon.com/press-releases/press-release-details/2018/The-UKs-Cumbria-Constabulary-Grows-Public-Evidence-Submission-with-Axon-Citizen/default.aspx
2018-12-04,"Fort Lauderdale Police Department Joins Axon Network with 1,060 Axon Body 2 Camera Order",https://investor.axon.com/press-releases/press-release-details/2018/Fort-Lauderdale-Police-Department-Joins-Axon-Network-with-1060-Axon-Body-2-Camera-Order/default.aspx
2018-11-06,Axon Q3 Results: Record Revenue of $105 million; Software Annual Recurring Revenue Exceeds $100 million,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Q3-Results-Record-Revenue-of-105-million-Software-Annual-Recurring-Revenue-Exceeds-100-million/default.aspx
2018-10-25,"Axon to Release Third Quarter 2018 Earnings on November 6, 2018",https://investor.axon.com/press-releases/press-release-details/2018/Axon-to-Release-Third-Quarter-2018-Earnings-on-November-6-2018/default.aspx
2018-10-25,General Stan McChrystal to Deliver Keynote at Axon Accelerate 2019,https://investor.axon.com/press-releases/press-release-details/2018/General-Stan-McChrystal-to-Deliver-Keynote-at-Axon-Accelerate-2019/default.aspx
2018-10-12,"Jacksonville County Sheriff's Office Purchases 3,566 Axon Body 2 Cameras",https://investor.axon.com/press-releases/press-release-details/2018/Jacksonville-County-Sheriffs-Office-Purchases-3566-Axon-Body-2-Cameras/default.aspx
2018-10-09,Fort Worth Police Department and Nevada Highway Patrol Are the First Agencies to Purchase Axon's New TASER 7,https://investor.axon.com/press-releases/press-release-details/2018/Fort-Worth-Police-Department-and-Nevada-Highway-Patrol-Are-the-First-Agencies-to-Purchase-Axons-New-TASER-7/default.aspx
2018-10-07,Axon Announces Enhanced Empathy-Based Officer Training Platform for New TASER 7 Weapon,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-Enhanced-Empathy-Based-Officer-Training-Platform-for-New-TASER-7-Weapon/default.aspx
2018-10-06,Axon Launches TASER 7 and Axon Body 3 with Free Records Management System,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Launches-TASER-7-and-Axon-Body-3-with-Free-Records-Management-System/default.aspx
2018-10-02,Axon To Unveil Next Generation TASER Weapon and Body Camera on October 6 at IACP,https://investor.axon.com/press-releases/press-release-details/2018/Axon-To-Unveil-Next-Generation-TASER-Weapon-and-Body-Camera-on-October-6-at-IACP/default.aspx
2018-09-20,Boston Police Department Joins Forces with Axon for Body-Worn Camera Program,https://investor.axon.com/press-releases/press-release-details/2018/Boston-Police-Department-Joins-Forces-with-Axon-for-Body-Worn-Camera-Program/default.aspx
2018-08-10,Charlotte Fire Department to Deploy Evidence.com; First Major City Fire Department to Join the Axon Network,https://investor.axon.com/press-releases/press-release-details/2018/Charlotte-Fire-Department-to-Deploy-Evidencecom-First-Major-City-Fire-Department-to-Join-the-Axon-Network/default.aspx
2018-08-09,Australia's Tasmania Police Joins the Axon Network; Rolls out 750 Axon Body Cameras,https://investor.axon.com/press-releases/press-release-details/2018/Australias-Tasmania-Police-Joins-the-Axon-Network-Rolls-out-750-Axon-Body-Cameras/default.aspx
2018-08-08,Axon Announces Strategic Wireless Collaboration with Verizon and Arrangement with AT&T to Improve Network Communications for Law Enforcement,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-Strategic-Wireless-Collaboration-with-Verizon-and-Arrangement-with-ATT-to-Improve-Network-Communications-for-Law-Enforcement/default.aspx
2018-08-07,Axon Reports Second Quarter Results; Software Annual Recurring Revenue of $93 Million,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Reports-Second-Quarter-Results-Software-Annual-Recurring-Revenue-of-93-Million/default.aspx
2018-07-31,"Axon to Release Second Quarter 2018 Earnings on August 7, 2018",https://investor.axon.com/press-releases/press-release-details/2018/Axon-to-Release-Second-Quarter-2018-Earnings-on-August-7-2018/default.aspx
2018-07-12,"Axon Announces Orders for 10,113 TASER Smart Weapons",https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-Orders-for-10113-TASER-Smart-Weapons/default.aspx
2018-07-10,"Honolulu Police Department Purchases 1,200 Axon Body Cameras; Now the 45th Major City to Join the Axon Network",https://investor.axon.com/press-releases/press-release-details/2018/Honolulu-Police-Department-Purchases-1200-Axon-Body-Cameras-Now-the-45th-Major-City-to-Join-the-Axon-Network/default.aspx
2018-07-09,Calgary Police Service First Major City in Canada to Join the Axon Network,https://investor.axon.com/press-releases/press-release-details/2018/Calgary-Police-Service-First-Major-City-in-Canada-to-Join-the-Axon-Network/default.aspx
2018-06-20,The UK's Cumbria Constabulary First to Deploy Axon Citizen for Officers,https://investor.axon.com/press-releases/press-release-details/2018/The-UKs-Cumbria-Constabulary-First-to-Deploy-Axon-Citizen-for-Officers/default.aspx
2018-06-06,"Axon Announces Partnership with Milestone Systems, the Global Leader in Video Management Software",https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-Partnership-with-Milestone-Systems-the-Global-Leader-in-Video-Management-Software/default.aspx
2018-06-05,Axon Announces Next Generation Axon Fleet 2 In-Car Video System,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-Next-Generation-Axon-Fleet-2-In-Car-Video-System/default.aspx
2018-06-05,Axon Citizen for Communities Now Available For Field Trials,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Citizen-for-Communities-Now-Available-For-Field-Trials/default.aspx
2018-06-05,Axon Announces 2018 RISE Award Winners; Las Vegas Metro PD Officers Recognized for Valor,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-2018-RISE-Award-Winners-Las-Vegas-Metro-PD-Officers-Recognized-for-Valor/default.aspx
2018-06-05,Axon and DJI Announce Drone Partnership to Strengthen Law Enforcement Tools for Public Safety,https://investor.axon.com/press-releases/press-release-details/2018/Axon-and-DJI-Announce-Drone-Partnership-to-Strengthen-Law-Enforcement-Tools-for-Public-Safety/default.aspx
2018-05-29,Axon to Participate at Upcoming Investor Conferences,https://investor.axon.com/press-releases/press-release-details/2018/Axon-to-Participate-at-Upcoming-Investor-Conferences/default.aspx
2018-05-24,"Record Number of Attendees Expected at Axon Accelerate, the Third Annual Tech Conference for Public Safety",https://investor.axon.com/press-releases/press-release-details/2018/Record-Number-of-Attendees-Expected-at-Axon-Accelerate-the-Third-Annual-Tech-Conference-for-Public-Safety/default.aspx
2018-05-21,Axon Announces Closing of $246 Million Public Offering of Common Stock and Full Exercise of the Underwriters' Option to Purchase Additional Shares,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-Closing-of-246-Million-Public-Offering-of-Common-Stock-and-Full-Exercise-of-the-Underwriters-Option-to-Purchase-Additional-Shares/default.aspx
2018-05-21,Axon Announces First CJIS-Compliant Artificial Intelligence Training Center,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-First-CJIS-Compliant-Artificial-Intelligence-Training-Center/default.aspx
2018-05-16,Axon Announces Pricing of Public Offering of Common Stock,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-Pricing-of-Public-Offering-of-Common-Stock/default.aspx
2018-05-14,Axon Announces Proposed Public Offering of Common Stock,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-Proposed-Public-Offering-of-Common-Stock/default.aspx
2018-05-08,"Axon Reports Record Revenue of $101 million, GAAP EPS of $0.24",https://investor.axon.com/press-releases/press-release-details/2018/Axon-Reports-Record-Revenue-of-101-million-GAAP-EPS-of-024/default.aspx
2018-05-04,Axon Acquires VIEVU Camera Subsidiary from The Safariland Group and Announces Strategic Long-Term Holster Partnership,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Acquires-VIEVU-Camera-Subsidiary-from-The-Safariland-Group-and-Announces-Strategic-Long-Term-Holster-Partnership/default.aspx
2018-04-30,Axon to Release First Quarter 2018 Earnings on May 8,https://investor.axon.com/press-releases/press-release-details/2018/Axon-to-Release-First-Quarter-2018-Earnings-on-May-8/default.aspx
2018-04-26,Axon Launches First Artificial Intelligence Ethics Board for Public Safety; Promotes Responsible Development of AI Technologies,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Launches-First-Artificial-Intelligence-Ethics-Board-for-Public-Safety-Promotes-Responsible-Development-of-AI-Technologies/default.aspx
2018-04-24,The UK's Kent and Essex Police Forces Join the Axon Network with Significant Axon Body Camera Orders,https://investor.axon.com/press-releases/press-release-details/2018/The-UKs-Kent-and-Essex-Police-Forces-Join-the-Axon-Network-with-Significant-Axon-Body-Camera-Orders/default.aspx
2018-04-12,Montgomery County Police Department Rolls Out Axon Fleet In-Car Cameras to 900 Patrol Vehicles,https://investor.axon.com/press-releases/press-release-details/2018/Montgomery-County-Police-Department-Rolls-Out-Axon-Fleet-In-Car-Cameras-to-900-Patrol-Vehicles/default.aspx
2018-04-10,Chicago Police Department Now Fully Deployed with Axon's TASER Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2018/Chicago-Police-Department-Now-Fully-Deployed-with-Axons-TASER-Smart-Weapons/default.aspx
2018-04-06,Federal District Court Rules in Favor of Axon in PhaZZer Infringement Suit,https://investor.axon.com/press-releases/press-release-details/2018/Federal-District-Court-Rules-in-Favor-of-Axon-in-PhaZZer-Infringement-Suit/default.aspx
2018-03-02,Chicago Police Department Purchases 400 Axon Body-Worn Cameras; Now Fully Deployed,https://investor.axon.com/press-releases/press-release-details/2018/Chicago-Police-Department-Purchases-400-Axon-Body-Worn-Cameras-Now-Fully-Deployed/default.aspx
2018-03-01,"Virginia Beach Police Department (MCC) Purchases 1,060 Axon Body and Fleet In-Car Cameras",https://investor.axon.com/press-releases/press-release-details/2018/Virginia-Beach-Police-Department-MCC-Purchases-1060-Axon-Body-and-Fleet-In-Car-Cameras/default.aspx
2018-02-27,Axon CEO Rick Smith Relinquishes Salary for Ten-Year Performance Plan,https://investor.axon.com/press-releases/press-release-details/2018/Axon-CEO-Rick-Smith-Relinquishes-Salary-for-Ten-Year-Performance-Plan/default.aspx
2018-02-27,Axon Reports Record Revenue of $95 Million for Q4 2017 and $344 Million for Full Year 2017; Introduces 2018 Financial Guidance,https://investor.axon.com/press-releases/press-release-details/2018/Axon-Reports-Record-Revenue-of-95-Million-for-Q4-2017-and-344-Million-for-Full-Year-2017-Introduces-2018-Financial-Guidance/default.aspx
2018-02-15,"Axon Announces Orders for 12,000 TASER Smart Weapons",https://investor.axon.com/press-releases/press-release-details/2018/Axon-Announces-Orders-for-12000-TASER-Smart-Weapons/default.aspx
2018-02-14,Fort Worth Police Department Kicks Off Agency-Wide Field Trial of Axon Citizen,https://investor.axon.com/press-releases/press-release-details/2018/Fort-Worth-Police-Department-Kicks-Off-Agency-Wide-Field-Trial-of-Axon-Citizen/default.aspx
2018-02-13,Axon to Release Fourth Quarter 2017 Earnings on February 27,https://investor.axon.com/press-releases/press-release-details/2018/Axon-to-Release-Fourth-Quarter-2017-Earnings-on-February-27/default.aspx
